Date,MSFT,AMZN,KO,MA,COST,LUV,XOM,TSLA
2021-12-06,326.19,3427.37,54.91,333.33,533.2,45.56,61.58,1009.01
2021-12-07,334.92,3523.29,55.21,339.51,542.02,45.21,62.27,1051.75
2021-12-08,334.97,3523.16,55.0,342.34,530.11,45.27,62.45,1068.96
2021-12-09,333.1,3483.42,54.86,344.52,524.33,43.61,62.61,1003.8
2021-12-10,342.54,3444.24,56.28,349.92,558.82,41.97,63.01,1017.03
2021-12-13,339.4,3391.35,57.76,345.31,557.22,40.48,61.63,966.41
2021-12-14,328.34,3381.83,57.8,340.55,545.34,40.24,61.54,958.51
2021-12-15,334.65,3466.3,58.06,346.35,565.48,40.11,61.27,975.99
2021-12-16,324.9,3377.42,58.65,352.92,552.63,39.53,61.37,926.92
2021-12-17,323.8,3400.35,57.73,349.31,547.61,39.66,60.03,932.57
2021-12-20,319.91,3341.58,57.54,337.02,548.56,39.36,59.16,899.94
2021-12-21,327.29,3408.34,57.77,350.74,545.43,40.87,60.5,938.53
2021-12-22,333.2,3420.74,58.18,357.48,549.67,41.12,60.99,1008.87
2021-12-23,334.69,3421.37,58.22,360.58,550.37,41.87,61.02,1067.0
2021-12-27,342.45,3393.39,58.65,360.31,563.47,41.76,61.89,1093.94
2021-12-28,341.25,3413.22,58.88,360.78,564.64,42.29,61.69,1088.47
2021-12-29,341.95,3384.02,58.95,361.29,567.77,42.16,61.15,1086.19
2021-12-30,339.32,3372.89,58.78,360.99,563.91,42.72,60.79,1070.34
2021-12-31,336.32,3334.34,59.21,359.32,567.7,42.84,61.19,1056.78
2022-01-03,334.75,3408.09,59.3,370.95,566.71,44.0,63.54,1199.78
2022-01-04,329.01,3350.44,60.29,375.39,564.23,44.66,65.93,1149.59
2022-01-05,316.38,3287.14,60.79,373.9,549.92,43.99,66.75,1088.12
2022-01-06,313.88,3265.08,60.47,370.0,549.8,43.89,68.32,1064.7
2022-01-07,314.04,3251.08,60.33,369.65,536.18,45.35,68.88,1026.96
2022-01-10,314.27,3229.72,60.43,363.91,518.8,45.24,68.47,1058.12
2022-01-11,314.98,3307.24,60.45,366.29,522.03,45.83,71.35,1064.4
2022-01-12,318.27,3304.14,60.54,367.31,525.8,45.21,71.14,1106.22
2022-01-13,304.8,3224.28,60.9,369.52,516.88,45.79,70.63,1031.56
2022-01-14,310.2,3242.76,61.39,372.14,502.99,45.82,71.87,1049.61
2022-01-18,302.65,3178.35,60.9,366.3,488.07,45.43,73.08,1030.51
2022-01-19,303.33,3125.98,61.0,360.73,490.16,44.43,73.11,995.65
2022-01-20,301.6,3033.35,60.75,364.0,482.82,44.34,73.27,996.27
2022-01-21,296.03,2852.86,60.45,355.08,481.61,43.37,72.17,943.9
2022-01-24,296.37,2890.88,59.96,349.42,488.9,43.87,72.79,930.0
2022-01-25,288.49,2799.72,59.82,338.76,477.32,43.85,74.93,918.4
2022-01-26,296.71,2777.45,59.6,344.66,483.47,43.71,74.17,937.41
2022-01-27,299.84,2792.75,59.65,350.53,482.52,42.82,75.12,829.1
2022-01-28,308.26,2879.56,60.84,382.51,492.43,42.93,75.28,846.35
2022-01-31,310.98,2991.47,61.01,386.38,505.13,44.76,75.96,936.72
2022-02-01,308.76,3023.87,60.56,392.06,508.41,45.18,80.83,931.25
2022-02-02,313.46,3012.25,61.18,396.75,522.02,44.29,80.62,905.66
2022-02-03,301.25,2776.91,61.61,390.07,521.77,43.44,79.68,891.14
2022-02-04,305.94,3152.79,60.96,382.2,519.77,43.66,81.41,923.32
2022-02-07,300.95,3158.71,61.6,376.13,515.89,44.6,82.39,907.34
2022-02-08,304.56,3228.27,62.0,374.37,521.15,46.07,80.26,922.0
2022-02-09,311.21,3223.79,61.04,381.37,528.83,47.02,79.0,932.0
2022-02-10,302.38,3180.07,61.38,374.39,518.48,46.53,78.24,904.55
2022-02-11,295.04,3065.87,60.29,369.77,509.67,45.53,80.21,860.0
2022-02-14,295.0,3103.34,60.68,374.16,506.56,45.38,78.98,875.76
2022-02-15,300.47,3130.21,60.91,381.54,513.92,47.3,77.99,922.43
2022-02-16,299.5,3162.01,60.9,382.93,512.4,47.42,78.35,923.39
2022-02-17,290.73,3093.05,62.12,373.7,515.01,46.38,78.23,876.35
2022-02-18,287.93,3052.03,62.54,369.95,512.67,45.98,77.36,856.98
2022-02-22,287.72,3003.95,62.28,368.29,502.18,45.62,76.46,821.53
2022-02-23,280.27,2896.54,61.59,361.23,495.26,44.01,76.77,764.04
2022-02-24,294.59,3027.16,60.51,369.38,505.58,44.34,75.8,800.77
2022-02-25,297.31,3075.77,62.85,369.09,517.49,45.14,77.84,809.87
2022-02-28,298.79,3071.26,62.24,360.82,519.25,43.8,78.42,870.43
2022-03-01,294.95,3022.84,61.97,344.48,522.93,41.95,79.17,864.37
2022-03-02,300.19,3041.05,62.43,344.09,528.0,42.32,80.53,879.89
2022-03-03,295.92,2957.97,62.47,340.99,533.05,41.67,81.04,839.29
2022-03-04,289.86,2912.82,62.57,330.76,525.5,40.68,84.09,838.29
2022-03-07,278.91,2749.06,61.08,312.92,528.52,37.19,87.12,804.58
2022-03-08,275.85,2720.29,58.66,314.33,523.36,39.16,87.78,824.4
2022-03-09,288.5,2785.58,58.96,328.13,527.65,40.66,82.79,858.97
2022-03-10,285.59,2936.35,57.88,324.59,532.72,41.03,85.36,838.3
2022-03-11,280.07,2910.49,57.92,324.79,527.42,40.24,84.92,795.35
2022-03-14,276.44,2837.06,58.54,328.59,525.95,40.1,81.88,766.37
2022-03-15,287.15,2947.33,59.62,335.0,542.32,42.06,77.22,801.89
2022-03-16,294.39,3062.08,59.46,344.68,543.39,43.12,76.93,840.23
2022-03-17,295.22,3144.78,60.09,346.44,552.79,42.78,78.98,871.6
2022-03-18,300.43,3225.01,60.1,350.09,561.35,43.24,78.67,905.39
2022-03-21,299.16,3229.83,60.58,345.58,555.53,42.78,82.2,921.16
2022-03-22,304.06,3297.78,60.8,349.53,559.42,43.06,81.84,993.98
2022-03-23,299.49,3268.16,60.4,342.18,554.02,42.87,83.13,999.11
2022-03-24,304.1,3272.99,60.98,349.35,558.11,43.92,83.38,1013.92
2022-03-25,303.68,3295.47,61.53,349.02,555.71,44.38,85.2,1010.64
2022-03-28,310.7,3379.81,61.92,350.49,565.21,44.42,82.81,1091.84
2022-03-29,315.41,3386.3,62.16,367.55,569.98,45.33,82.37,1099.57
2022-03-30,313.86,3326.02,62.21,362.24,576.47,45.57,83.78,1093.99
2022-03-31,308.31,3259.95,62.0,357.38,575.85,45.8,82.59,1077.6
2022-04-01,309.42,3271.2,62.87,363.97,575.57,45.91,83.12,1084.59
2022-04-04,314.97,3366.93,62.54,366.91,575.13,45.93,83.16,1145.45
2022-04-05,310.88,3281.1,62.47,363.32,575.32,45.21,82.73,1091.26
2022-04-06,299.5,3175.12,63.1,353.55,584.79,43.73,83.65,1045.76
2022-04-07,301.37,3155.69,63.44,349.55,608.05,42.39,85.05,1057.26
2022-04-08,296.97,3089.21,63.83,352.27,600.04,41.24,86.84,1025.49
2022-04-11,285.26,3022.44,63.81,347.37,584.67,42.62,83.85,975.93
2022-04-12,282.06,3015.75,64.56,345.8,581.36,42.82,85.6,986.95
2022-04-13,287.62,3110.82,64.73,355.14,591.09,46.05,86.81,1022.37
2022-04-14,279.83,3034.13,65.02,357.82,590.39,46.76,87.83,985.0
2022-04-18,280.52,3055.7,64.44,356.8,582.12,46.26,88.55,1004.29
2022-04-19,285.3,3162.31,65.07,363.87,594.3,47.35,87.76,1028.15
2022-04-20,286.36,3079.96,65.96,365.29,603.53,47.33,87.96,977.2
2022-04-21,280.81,2965.92,66.21,364.44,591.74,48.38,87.03,1008.78
2022-04-22,274.03,2887.0,65.25,351.18,571.7,46.85,85.13,1005.05
2022-04-25,280.72,2921.48,65.94,354.6,568.21,46.43,82.26,998.02
2022-04-26,270.22,2787.82,65.05,344.11,553.76,45.02,82.29,876.42
2022-04-27,283.22,2763.34,65.56,361.57,554.08,45.94,84.64,881.51
2022-04-28,289.63,2891.93,66.19,378.83,562.0,46.9,87.2,877.51
2022-04-29,277.52,2485.63,64.61,363.38,531.72,46.72,85.25,870.76
2022-05-02,284.47,2490.0,63.44,359.04,528.95,46.53,86.41,902.94
2022-05-03,281.78,2485.07,63.08,357.79,528.08,47.25,88.19,909.25
2022-05-04,289.98,2518.57,65.03,368.52,544.43,48.07,91.7,952.62
2022-05-05,277.35,2328.14,64.51,353.37,517.32,47.0,90.31,873.28
2022-05-06,274.73,2295.45,64.74,347.12,503.36,46.12,91.69,865.65
2022-05-09,264.58,2175.78,64.61,327.99,498.83,43.83,84.46,787.11
2022-05-10,269.5,2177.18,64.01,325.33,501.46,44.59,85.02,800.04
2022-05-11,260.55,2107.44,64.31,325.87,489.08,43.01,86.79,734.0
2022-05-12,255.35,2138.61,64.51,321.24,486.18,42.33,86.3,728.0
2022-05-13,261.12,2261.1,65.72,332.8,497.27,42.99,88.86,769.59
2022-05-16,261.5,2216.21,65.96,329.73,494.53,43.18,90.95,724.37
2022-05-17,266.82,2307.37,65.78,338.86,490.47,45.11,92.11,761.61
2022-05-18,254.08,2142.25,61.2,335.9,429.4,44.23,90.65,709.81
2022-05-19,253.14,2146.38,60.0,332.22,422.93,43.57,91.14,709.42
2022-05-20,252.56,2151.82,60.98,336.18,416.43,42.65,91.86,663.9
2022-05-23,260.65,2151.14,62.86,348.43,429.48,43.38,93.89,674.9
2022-05-24,259.62,2082.0,64.02,340.69,437.71,41.73,94.4,628.16
2022-05-25,262.52,2135.5,64.07,344.76,440.11,42.45,96.3,658.8
2022-05-26,265.9,2221.55,64.3,349.89,464.99,45.0,96.64,707.73
2022-05-27,273.24,2302.93,64.68,357.78,470.76,45.8,97.59,759.63
2022-05-31,271.87,2404.19,63.38,357.87,466.22,45.86,96.0,758.26
2022-06-01,272.42,2433.68,63.07,357.06,456.99,44.15,97.84,740.37
2022-06-02,274.58,2510.22,63.73,363.08,487.61,44.57,97.67,775.0
2022-06-03,270.02,2447.0,62.97,357.82,476.25,43.84,99.09,703.55
2022-06-06,268.75,124.79,62.87,360.14,472.47,44.42,98.84,714.84
2022-06-07,272.5,123.0,63.25,364.02,471.78,44.88,103.37,716.66
2022-06-08,270.41,121.18,62.89,362.33,467.99,43.37,104.59,725.6
2022-06-09,264.79,116.15,61.8,349.0,472.05,42.04,102.33,719.12
2022-06-10,252.99,109.65,61.41,334.75,463.31,40.14,100.46,696.69
2022-06-13,242.26,103.67,61.34,319.74,452.25,37.62,95.85,647.21
2022-06-14,244.49,102.31,59.23,322.14,454.8,37.22,96.1,662.67
2022-06-15,251.76,107.67,59.67,325.39,458.79,37.23,94.89,699.0
2022-06-16,244.97,103.66,59.07,308.78,451.76,34.98,91.39,639.3
2022-06-17,247.65,106.22,59.43,310.69,446.69,35.63,86.12,650.28
2022-06-21,253.74,108.68,60.7,317.4,463.11,35.32,91.48,711.11
2022-06-22,253.13,108.95,61.15,316.15,459.96,35.69,87.86,708.26
2022-06-23,258.86,112.44,61.88,316.76,475.0,35.94,85.21,705.21
2022-06-24,267.7,116.46,63.04,330.5,484.37,37.73,86.9,737.12
2022-06-27,264.89,113.22,62.91,328.83,481.75,36.99,89.03,734.76
2022-06-28,256.48,107.4,62.28,318.29,468.61,36.65,91.5,697.99
2022-06-29,260.26,108.92,62.73,322.59,469.84,36.18,88.12,685.47
2022-06-30,256.83,106.21,62.91,315.48,479.28,36.12,85.64,673.42
2022-07-01,259.58,109.56,64.38,318.24,485.76,36.73,87.55,681.79
2022-07-05,262.85,113.5,63.28,319.26,488.26,36.51,84.81,699.2
2022-07-06,266.21,114.33,63.41,320.17,492.65,36.31,83.28,695.2
2022-07-07,268.4,116.33,62.91,324.07,494.95,36.72,85.94,733.63
2022-07-08,267.66,115.54,63.14,323.06,501.54,36.7,86.08,752.29
2022-07-11,264.51,111.75,62.94,324.19,498.9,36.83,85.64,703.03
2022-07-12,253.67,109.22,62.67,322.86,490.57,38.54,84.5,699.21
2022-07-13,252.72,110.4,62.38,323.37,492.22,38.8,84.84,711.12
2022-07-14,254.08,110.63,62.18,325.03,511.94,38.46,83.14,714.94
2022-07-15,256.72,113.55,62.5,332.57,522.95,39.58,84.54,720.2
2022-07-18,254.25,113.76,61.65,331.01,516.3,39.95,86.1,721.64
2022-07-19,259.53,118.21,62.53,340.38,520.23,41.49,88.27,736.59
2022-07-20,262.27,122.77,61.5,341.27,524.2,41.5,89.24,742.5
2022-07-21,264.84,124.63,61.36,346.92,529.46,40.89,87.75,815.12
2022-07-22,260.36,122.42,61.59,343.88,529.72,40.24,87.08,816.73
2022-07-25,258.83,121.14,62.19,344.21,529.14,40.62,89.98,805.3
2022-07-26,251.9,114.81,63.21,341.28,511.93,39.6,89.63,776.58
2022-07-27,268.74,120.97,63.01,343.27,522.31,40.77,91.57,824.46
2022-07-28,276.41,122.28,64.06,352.45,536.18,38.15,92.64,842.7
2022-07-29,280.74,134.95,64.17,353.79,541.3,38.12,96.93,891.45
2022-08-01,278.01,135.39,64.52,350.54,546.81,38.31,94.48,891.83
2022-08-02,274.82,134.16,63.64,349.01,543.46,37.62,94.07,901.76
2022-08-03,282.47,139.52,63.92,354.13,547.01,39.0,91.02,922.19
2022-08-04,283.65,142.57,63.67,356.07,543.28,38.79,87.19,925.9
2022-08-05,282.91,140.8,63.38,357.51,540.67,38.81,88.45,864.51
2022-08-08,280.32,139.41,62.97,352.16,541.9,39.08,88.95,871.27
2022-08-09,282.3,137.83,63.05,346.54,535.82,38.34,90.59,850.0
2022-08-10,289.16,142.69,63.65,353.38,539.82,39.28,91.45,883.07
2022-08-11,287.02,140.64,63.22,350.58,532.2,38.97,93.19,859.89
2022-08-12,291.91,143.55,63.7,354.27,537.21,39.46,94.0,900.09
2022-08-15,293.47,143.18,64.5,359.95,545.75,39.64,92.32,927.96
2022-08-16,292.71,144.78,65.03,359.25,553.02,39.87,91.46,919.69
2022-08-17,291.32,142.1,64.88,355.33,556.32,38.94,92.2,911.99
2022-08-18,290.17,142.3,65.22,357.36,560.96,38.98,94.38,908.61
2022-08-19,286.15,138.23,65.17,354.28,554.53,37.88,94.08,890.0
2022-08-22,277.75,133.22,64.2,345.51,545.47,37.47,94.01,869.74
2022-08-23,276.44,133.62,64.27,340.89,542.07,37.47,98.0,889.36
2022-08-24,275.79,133.8,64.36,339.71,543.22,37.8,98.58,891.29
2022-08-25,278.85,137.28,64.67,344.67,550.77,38.55,99.09,296.07
2022-08-26,268.09,130.75,63.11,331.96,531.82,37.53,97.87,288.09
2022-08-29,265.23,129.79,62.73,329.35,531.06,37.43,100.12,284.82
2022-08-30,262.97,128.73,62.15,327.81,524.14,37.2,96.31,277.7
2022-08-31,261.47,126.77,61.71,324.37,522.1,36.7,95.59,275.61
2022-09-01,260.4,127.82,62.0,325.25,529.17,36.63,93.87,277.16
2022-09-02,256.06,127.51,61.15,322.56,519.11,36.74,95.59,270.21
2022-09-06,253.25,126.11,61.18,324.08,518.9,36.74,94.95,274.42
2022-09-07,258.09,129.48,62.31,328.62,529.64,37.79,94.14,283.7
2022-09-08,258.52,129.82,62.12,330.07,529.12,37.66,94.91,289.26
2022-09-09,264.46,133.27,62.32,335.85,536.58,38.37,96.5,299.68
2022-09-12,266.65,136.45,62.5,338.42,539.52,38.77,97.61,304.42
2022-09-13,251.99,126.82,60.47,325.44,510.3,37.49,95.33,292.13
2022-09-14,252.22,128.55,60.79,325.85,508.0,38.03,97.67,302.61
2022-09-15,245.38,126.28,59.53,316.96,503.5,36.9,94.83,303.75
2022-09-16,244.74,123.53,59.54,315.13,504.14,34.73,93.21,303.35
2022-09-19,244.52,124.66,59.99,314.03,506.57,35.88,93.2,309.07
2022-09-20,242.45,122.19,59.9,313.27,499.52,35.09,92.44,308.73
2022-09-21,238.95,118.54,59.4,304.5,493.07,34.12,90.95,300.8
2022-09-22,240.98,117.31,59.26,298.36,487.17,33.0,90.57,288.59
2022-09-23,237.92,113.78,58.6,293.58,466.4,32.05,85.75,275.33
2022-09-26,237.45,115.15,57.87,290.11,480.3,31.37,83.98,276.01
2022-09-27,236.41,114.41,56.38,286.48,478.3,31.5,85.74,282.94
2022-09-28,241.07,118.01,56.98,290.18,488.29,32.43,88.86,287.81
2022-09-29,237.5,114.8,56.57,286.77,478.98,31.64,88.68,268.21
2022-09-30,232.9,113.0,56.02,284.34,472.27,30.84,87.31,265.25
2022-10-03,240.74,115.88,56.65,290.48,477.73,31.22,91.92,242.4
2022-10-04,248.88,121.09,56.78,301.27,486.13,33.19,95.27,249.44
2022-10-05,249.2,120.95,56.24,304.2,480.32,32.99,99.12,240.81
2022-10-06,246.79,120.3,55.03,299.23,482.49,32.54,102.06,238.13
2022-10-07,234.24,114.56,54.51,294.97,468.15,31.87,101.03,223.07
2022-10-10,229.25,113.67,54.39,291.78,466.31,31.66,98.84,222.96
2022-10-11,225.41,112.21,54.48,286.05,472.02,31.41,98.0,216.5
2022-10-12,225.75,112.9,55.14,283.38,466.38,31.59,98.43,217.24
2022-10-13,234.24,112.53,55.87,293.96,467.99,32.43,101.87,221.72
2022-10-14,228.56,106.9,54.98,288.69,454.65,32.76,99.19,204.99
2022-10-17,237.53,113.79,55.69,295.04,464.17,32.72,100.62,219.35
2022-10-18,238.5,116.36,56.44,300.38,473.27,33.31,100.8,220.19
2022-10-19,236.48,115.07,55.96,297.76,471.43,33.12,103.79,222.04
2022-10-20,236.15,115.25,55.08,296.28,464.62,32.81,103.93,207.28
2022-10-21,242.12,119.32,55.96,302.37,478.18,33.1,105.86,214.44
2022-10-24,247.25,119.82,57.57,305.6,496.97,33.72,106.6,211.25
2022-10-25,250.66,120.6,58.95,311.41,499.06,34.62,105.88,222.415
2022-10-26,231.32,115.66,59.39,319.51,499.45,34.37,107.14,224.64
2022-10-27,226.75,110.96,59.53,319.37,496.54,35.29,107.55,225.09
2022-10-28,235.87,103.41,60.76,329.47,510.87,36.23,110.7,228.52
2022-10-31,232.13,102.44,59.85,328.18,501.5,36.35,110.81,227.54
2022-11-01,228.17,96.79,59.64,333.19,499.96,36.94,111.91,227.82
2022-11-02,220.1,92.12,58.81,319.82,483.51,36.5,109.61,214.98
2022-11-03,214.25,89.3,58.78,309.17,486.29,36.96,111.1,215.31
2022-11-04,221.39,90.98,59.26,318.37,486.41,37.08,112.31,207.47
2022-11-07,227.87,90.53,59.49,325.13,488.55,37.4,113.64,197.08
2022-11-08,228.87,89.98,59.6,325.75,492.76,37.44,114.0,191.3
2022-11-09,224.51,86.14,58.77,315.64,489.97,37.2,108.9,177.59
2022-11-10,242.98,96.63,60.88,337.27,513.13,38.82,110.5,190.72
2022-11-11,247.11,100.79,61.32,339.29,515.47,38.36,113.95,195.97
2022-11-14,241.55,98.49,60.73,339.37,509.68,37.75,113.37,190.95
2022-11-15,241.97,98.94,60.63,343.51,526.47,38.64,114.13,194.42
2022-11-16,241.73,97.12,60.52,342.76,524.11,37.99,112.91,186.92
2022-11-17,241.68,94.85,60.71,341.27,521.32,37.63,113.06,183.17
2022-11-18,241.22,94.14,61.14,343.69,523.67,38.11,112.08,180.19
2022-11-21,242.05,92.46,62.08,338.25,523.37,37.75,110.97,167.87
2022-11-22,245.03,93.2,62.35,344.96,531.95,38.17,114.18,169.91
2022-11-23,247.58,94.13,62.63,348.64,534.49,38.63,113.61,183.2
2022-11-25,247.49,93.41,62.69,351.29,533.66,39.22,113.21,182.86
2022-11-28,241.76,93.95,62.7,344.59,530.92,38.57,109.81,182.92
2022-11-29,240.33,92.42,62.48,343.13,528.96,39.25,110.54,180.83
2022-11-30,255.14,96.54,63.61,356.4,539.25,39.91,111.34,194.7
2022-12-01,254.69,95.5,63.79,360.8,503.86,40.08,110.8,194.7
2022-12-02,255.02,94.13,64.35,360.06,494.53,39.75,109.86,194.86
2022-12-05,250.2,91.01,63.47,356.09,488.66,39.5,106.85,182.45
2022-12-06,245.12,88.25,63.44,347.53,481.16,39.68,103.88,179.82
2022-12-07,244.37,88.46,63.54,347.42,481.97,37.81,103.65,174.04
2022-12-08,247.4,90.35,63.81,351.17,481.42,37.49,104.42,173.44
2022-12-09,245.42,89.09,63.14,348.83,483.02,38.01,103.54,179.05
2022-12-12,252.51,90.55,63.97,358.17,487.68,38.94,106.09,167.82
2022-12-13,256.92,92.49,63.99,357.15,488.2,37.77,107.25,160.95
2022-12-14,257.22,91.58,63.99,357.51,483.52,38.14,106.46,156.8
2022-12-15,249.01,88.45,63.11,346.25,463.91,37.29,105.44,157.67
2022-12-16,244.69,87.86,62.75,345.84,461.45,37.28,104.7,150.23
2022-12-19,240.45,84.92,62.84,341.26,458.63,36.35,105.17,149.87
2022-12-20,241.8,85.19,62.79,342.95,457.82,36.39,106.69,137.8
2022-12-21,244.43,86.77,63.8,345.69,462.06,36.6,108.06,137.57
2022-12-22,238.19,83.79,63.34,341.52,458.71,35.46,105.88,125.35
2022-12-23,238.73,85.25,63.82,343.6,462.65,36.09,108.68,123.15
2022-12-27,236.96,83.04,64.21,346.16,458.5,33.94,110.19,109.1
2022-12-28,234.53,81.82,63.57,341.95,452.99,32.19,108.38,112.71
2022-12-29,241.01,84.18,63.95,348.21,456.53,33.38,109.2,121.82
2022-12-30,239.82,84.0,63.61,347.73,456.5,33.67,110.3,123.18
2023-01-03,239.58,85.82,62.95,346.8,453.28,32.6,106.51,108.1
2023-01-04,229.1,85.14,62.92,355.15,456.56,33.62,106.82,113.64
2023-01-05,222.31,83.12,62.2,351.77,450.19,33.53,109.21,110.34
2023-01-06,224.93,86.08,63.4,367.67,482.87,35.08,110.53,113.06
2023-01-09,227.12,87.36,62.61,370.97,478.75,35.61,108.47,119.77
2023-01-10,228.85,89.87,62.13,371.01,481.4,36.21,110.09,118.85
2023-01-11,235.77,95.09,62.01,377.86,484.31,35.97,111.37,123.22
2023-01-12,238.51,95.27,61.21,379.81,482.43,36.97,113.22,123.56
2023-01-13,239.23,98.12,61.43,375.52,485.25,36.99,113.15,122.4
2023-01-17,240.35,96.05,61.68,375.0,486.77,37.04,112.93,131.49
2023-01-18,235.81,95.46,59.81,368.92,479.47,36.3,110.61,128.78
2023-01-19,231.93,93.68,59.72,367.94,469.49,36.45,111.32,127.17
2023-01-20,240.22,97.25,60.08,376.28,480.11,37.06,113.35,133.42
2023-01-23,242.58,97.52,60.23,378.57,492.61,36.69,112.76,143.75
2023-01-24,242.04,96.32,60.55,380.01,492.11,36.68,113.81,143.89
2023-01-25,240.61,97.18,60.93,382.39,490.88,36.87,113.21,144.43
2023-01-26,248.0,99.22,60.81,377.24,498.3,35.7,117.76,160.27
2023-01-27,248.16,102.24,60.49,374.03,503.29,36.24,115.61,177.9
2023-01-30,242.71,100.55,60.64,371.12,503.28,35.47,113.56,166.66
2023-01-31,247.81,103.13,61.32,370.6,511.14,35.77,116.01,173.22
2023-02-01,252.75,105.15,61.33,374.08,517.91,35.63,114.74,181.41
2023-02-02,264.6,112.91,60.28,374.94,523.43,36.82,111.15,188.27
2023-02-03,258.35,103.39,59.83,373.91,514.8,36.35,111.92,189.98
2023-02-06,256.77,102.18,60.17,372.97,515.59,36.02,111.73,194.76
2023-02-07,267.56,102.11,60.07,375.06,516.53,36.19,114.92,196.81
2023-02-08,266.73,100.05,59.72,370.35,503.81,35.3,113.92,201.29
2023-02-09,263.62,98.24,59.62,370.42,500.63,34.85,114.35,207.32
2023-02-10,263.1,97.61,59.62,366.83,499.99,34.57,119.17,196.89
2023-02-13,271.32,99.54,60.6,370.83,506.45,35.07,117.8,194.64
2023-02-14,272.17,99.7,59.59,369.96,503.22,35.51,116.42,209.25
2023-02-15,269.32,101.16,59.59,369.64,511.28,35.72,116.07,214.24
2023-02-16,262.15,98.15,59.22,367.55,504.1,35.41,115.73,202.04
2023-02-17,258.06,97.2,60.12,361.13,507.48,35.36,111.28,208.31
2023-02-21,252.67,94.58,59.8,355.96,501.74,33.76,111.17,197.37
2023-02-22,251.51,95.79,59.98,354.97,497.39,33.6,109.73,200.86
2023-02-23,254.77,95.82,60.09,355.53,493.14,33.64,110.74,202.07
2023-02-24,249.22,93.5,59.84,353.12,488.61,33.57,110.75,196.88
2023-02-27,250.16,93.76,59.82,355.48,487.03,33.54,110.55,207.63
2023-02-28,249.42,94.23,59.51,355.29,484.18,33.58,109.91,205.71
2023-03-01,246.27,92.17,58.86,353.5,478.67,33.65,110.89,202.77
2023-03-02,251.11,92.13,59.72,355.57,485.69,33.92,111.4,190.9
2023-03-03,255.29,94.9,59.44,361.5,475.26,34.18,112.81,197.79
2023-03-06,256.87,93.75,60.36,366.93,483.08,33.76,113.81,193.81
2023-03-07,254.15,93.55,60.01,359.94,485.15,33.37,111.61,187.71
2023-03-08,253.7,93.92,60.04,359.03,486.04,33.9,109.98,182.0
2023-03-09,252.32,92.25,59.46,354.44,479.52,33.08,109.13,172.92
2023-03-10,248.59,90.73,59.21,347.11,471.14,32.77,107.78,173.44
2023-03-13,253.92,92.43,59.81,344.71,472.0,31.06,106.54,174.48
2023-03-14,260.79,94.88,60.03,352.82,481.92,30.53,106.94,183.26
2023-03-15,265.44,96.2,60.43,348.08,485.66,29.73,101.62,180.45
2023-03-16,276.2,100.04,60.3,348.0,487.26,30.48,101.03,184.13
2023-03-17,279.43,98.95,60.02,349.66,487.05,30.03,99.84,180.13
2023-03-20,272.23,97.71,60.6,349.32,489.29,30.08,102.45,183.25
2023-03-21,273.78,100.61,60.32,354.57,490.85,31.04,107.04,197.58
2023-03-22,272.29,98.7,60.05,351.03,487.52,30.08,104.59,191.15
2023-03-23,277.66,98.71,59.92,354.37,487.76,29.62,103.41,192.22
2023-03-24,280.57,98.13,60.9,351.63,495.27,29.63,103.53,190.41
2023-03-27,276.38,98.04,61.35,354.62,493.22,30.15,105.8,191.81
2023-03-28,275.23,97.24,61.42,354.33,486.77,30.63,107.12,189.19
2023-03-29,280.51,100.25,61.86,359.53,490.87,31.44,108.96,193.88
2023-03-30,284.05,102.0,61.85,359.26,491.48,31.82,109.49,195.28
2023-03-31,288.3,103.29,62.03,363.41,496.87,32.54,109.66,207.46
2023-04-03,287.23,102.41,62.4,366.47,497.03,31.69,116.13,194.77
2023-04-04,287.18,103.95,62.21,363.9,497.73,31.72,115.02,192.58
2023-04-05,284.34,101.1,62.8,363.79,497.13,31.58,116.99,185.52
2023-04-06,291.6,102.06,62.84,361.47,485.98,31.59,115.05,185.06
2023-04-10,289.39,102.17,62.69,360.14,493.83,32.17,114.54,184.51
2023-04-11,282.83,99.92,62.58,364.13,498.65,32.71,115.35,186.79
2023-04-12,283.49,97.83,62.69,361.78,489.35,32.24,115.23,180.54
2023-04-13,289.84,102.4,63.15,369.65,497.89,32.21,115.77,185.9
2023-04-14,286.14,102.51,63.05,372.43,491.3,31.67,116.05,185.0
2023-04-17,288.8,102.74,63.46,372.76,493.94,32.31,114.7,187.04
2023-04-18,288.37,102.3,63.56,372.32,496.9,32.06,116.94,184.31
2023-04-19,288.45,104.3,63.68,372.8,496.03,32.45,116.57,180.59
2023-04-20,286.11,103.81,63.96,375.0,505.58,32.21,115.64,162.99
2023-04-21,285.76,106.96,64.05,375.24,506.35,32.15,116.01,165.08
2023-04-24,281.77,106.21,63.95,374.73,511.42,32.16,118.2,162.55
2023-04-25,275.42,102.57,63.85,368.53,503.17,31.29,116.52,160.67
2023-04-26,295.37,104.98,63.55,366.76,494.66,30.9,115.45,153.75
2023-04-27,304.83,109.82,63.68,373.67,501.27,29.88,116.83,160.19
2023-04-28,307.26,105.45,64.15,380.03,503.22,30.29,118.34,164.31
2023-05-01,305.56,102.05,64.3,379.86,493.59,30.59,114.67,161.83
2023-05-02,305.41,103.63,64.01,376.03,494.81,29.96,110.1,160.31
